Name,Location,Founded,Employees,About,Skills,Link
Uber - Senior Data Scientist,Job available in Bangalore,2009,1000,"Uber offers an online-ride hailing and on-demand service platform. The platform enables users to book various services like taxi-hailing, food-delivery, freight solutions, and more.","['Microsoft Excel', 'R', 'SQL', 'Tableau', 'NumPy', '+1', 'pandas']",https://www.instahyre.com/job-292773-senior-data-scientist-at-uber-bangalore/
Wayfair - Senior Manager - Analytics,Job available in Bangalore,2002,1000,"Wayfair is the online destination for the home and a pure-play online retailer that offers a wide range of home goods and furniture products for the bedroom, living room, kitchen and dining, bathroom, and more.",['SQL'],https://www.instahyre.com/job-292631-senior-manager-analytics-at-wayfair-bangalore/
Wint Wealth - Senior Data Scientist,Job available in Bangalore,2020,125,Wint Wealth is an investment products introducer and financial service providing platform for retail investors to invest in assets that give higher than fixed deposit returns but are less risky than equities.,"['Machine Learning', 'NLP', 'SQL', 'Data Visualization']",https://www.instahyre.com/job-292757-senior-data-scientist-at-wint-wealth-bangalore/
Accrete.AI - MLOps Engineer,Job available in Mumbai,2017,30,"Accrete.AI is a Computer Software company that specializes in Financial Services, AI, APIs, Collective Intelligence, Contextual Awareness, Financial Markets, Real Estate, Healthcare, etc.","['MLOps', 'Kubernetes', 'AWS', 'Azure']",https://www.instahyre.com/job-292495-mlops-engineer-at-accrete-mumbai/
Adalwin Tech / Yoola App - GIS Program Manager,Job available in Mumbai,2015,30,Yoola is a mobile application which gives businesses a platform to be online through a mobile application. Any category of businesses can be listed on it and a customer can then connect with vendors or service providers through chat.,"['Geographical Information System (GIS)', '+2', 'Quality Assurance', 'C#']",https://www.instahyre.com/job-292509-gis-program-manager-at-adalwin-tech-yoola-app-mumbai/
Atlys - Fullstack Developer,Job available in Gurgaon,2020,30,Atlys is a technology-enabled company that aims to make travel efficient for customers by prioritizing and automating interactions to make it easy to get a visa for enough travelers.,"['TypeScript', 'Node.js', 'MongoDB', 'PostgreSQL']",https://www.instahyre.com/job-292587-fullstack-developer-at-atlys-gurgaon/
Celcius Logistics Solutions - Data Scientist,Job available in Chennai,2020,30,Celcius Logistics Solutions is a web and app-based cold-chain marketplace startup that brings a complete cold chain solution network to help transporters and manufacturers by booking vehicle loads and cold storage.,"['Machine Learning', 'NLP', 'Algorithms', 'Data Structures']",https://www.instahyre.com/job-292591-data-scientist-at-celcius-logistics-solutions-chennai/
eloelo - SDE 2 - Backend,Job available in Bangalore,2020,125,"eloelo is India's 1st vernacular-friendly lifestyle platform with influencer-driven content, community, and gamified rewards specializing in the world of beauty, fashion, wellness, lifestyle and entertainment.","['Golang', 'Java']",https://www.instahyre.com/job-292579-sde-2-backend-at-eloelo-bangalore/
EPAM Systems - Python Developer (ML),"Job available in Bangalore, Hyderabad, Pune",1993,1000,"US based EPAM Systems is a leading global product development and digital platform engineering services company. With a presence around the world, it has ranked #12 in FORBES 25 Fastest Growing Public Tech Companies.",[],https://www.instahyre.com/job-292574-python-developer-ml-at-epam-systems-bangalore-hyderabad-pune/
Fintrac Global Services - Senior DevOps Engineer,Job available in Hyderabad,2018,125,"Fintrac is a fin-tech services firm that offers technical support, QA testing, business intelligence, knowledge process outsourcing, and related services in the hospitality, entertainment and other leisure sectors.","['AWS', 'Azure', 'Google Cloud', 'Jenkins']",https://www.instahyre.com/job-292557-senior-devops-engineer-at-fintrac-global-services-hyderabad/
Foundation AI - Senior Software Engineer,Job available in Hyderabad,2018,30,Foundation AI is an IT service and consulting organization that helps legal and insurance business industries to automate their operations by providing various technology-enabled solutions and products.,['Flask'],https://www.instahyre.com/job-292487-senior-software-engineer-at-foundation-ai-hyderabad/
Genpact - AWS Data Engineer,Job available in Hyderabad,1997,1000,"Genpact is an MNC that is engaged in business process management and information technology services. End markets include banking and insurance, capital markets, retail, life sciences, infrastructure, manufacturing and services and healthcare.","['AWS', 'SQL']",https://www.instahyre.com/job-292479-aws-data-engineer-at-genpact-hyderabad/
GrayMatter Software Services - Machine Learning Engineer,Job available in Bangalore,2006,350,"GrayMatter Software Services is an IT & Services organization that provides services related to End-to-end BI Implementation Services, Airport Analytics, Insurance Analytics, etc.","['Machine Learning', 'Databricks', 'Git']",https://www.instahyre.com/job-292552-machine-learning-engineer-at-graymatter-software-services-bangalore/
Head Digital Works - Lead Retention,Job available in Hyderabad,2005,350,Head Infotech is a product development company that serves to the online gaming industry with its online gaming portals such as ace2three.com which is an online skill based casual card game platform.,"['Microsoft Excel', 'Power BI', 'R', 'SQL', 'Tableau']",https://www.instahyre.com/job-292494-lead-retention-at-head-digital-works-hyderabad/
Klimb.io - Sr. Software Engineer - Backend,Job available in Work From Home,2015,30,"Klimb provides a cloud-based recruitment process management suite. Offers a product that aims to bring speed and intelligence to recruitment, and a learning platform which helps recruiters with tech hiring.","['Microservices', 'Golang', 'Rust', 'Java']",https://www.instahyre.com/job-292564-sr-software-engineer-backend-at-klimb-work-from-home/
Lendingkart - Backend Developer,Job available in Bangalore,2014,350,"Lendingkart enables SMBs to apply for collateral-free working capital loans. The company uses cash flow, credit history, and customer experiences to evaluate the business. Has raised over $42 million to date.","['Django', 'Data Structures', 'Algorithms', 'Flask']",https://www.instahyre.com/job-292512-backend-developer-at-lendingkart-bangalore/
Lendingkart - Backend Developer,Job available in Bangalore,2014,350,"Lendingkart enables SMBs to apply for collateral-free working capital loans. The company uses cash flow, credit history, and customer experiences to evaluate the business. Has raised over $42 million to date.","['Django', 'Data Structures', 'Algorithms', 'Flask']",https://www.instahyre.com/job-292511-backend-developer-at-lendingkart-bangalore/
OkCredit - Data Scientist,Job available in Bangalore,2017,30,OkCredit is a Financial Services company that simplifies credit account management for small business owners by offering a mobile based solution to enable recording of credit/payment transactions digitally.,"['Computer Vision', 'Machine Learning', 'NLP', '+2', 'PyTorch', 'TensorFlow']",https://www.instahyre.com/job-292623-data-scientist-at-okcredit-bangalore/
Oneture Technologies - ML / GEN AI Engineer,Job available in Mumbai,2016,30,"Oneture Technologies delivers IT services like end to end cloud implementation, big data analytics, mobile apps & web development, open source software. It also built payment gateways for CTIL & other solutions.","['Computer Vision', 'Data Mining', 'Machine Learning', '+6', 'NLP', 'Keras', 'OpenCV', 'PyTorch', 'Scikit-learn', 'TensorFlow']",https://www.instahyre.com/job-292590-ml-gen-ai-engineer-at-oneture-technologies-mumbai/
Valyx - Full Stack Developer,Job available in Bangalore,2023,5,"Valyx is a fin-tech services startup providing a B2B platform that allows businesses to manage their finances, with tools and services like cashflow analysis, treasury automation and management, and financing.","['Java', 'React.js', 'Vue.js', 'Node.js']",https://www.instahyre.com/job-292604-full-stack-developer-at-valyx-bangalore/
Ximkart - Data Scientist,Job available in Bangalore,2021,30,"Ximkart is a B2B e-commerce platform that is bridging the long trade gap between buyers and sellers by securing kids, women, and men's fashion e-commerce platform including cross-border trade services.","['Machine Learning', 'Statistics']",https://www.instahyre.com/job-292535-data-scientist-at-ximkart-bangalore/
Zepto - SSE - Backend,Job available in Bangalore,2021,1000,Zepto is an online grocery delivery platform that aims to deliver groceries in less than 10 minutes through its network of hyperlocal stores and optimized micro warehouses.,"['Data Structures', 'Algorithms', 'Golang', 'Java']",https://www.instahyre.com/job-292596-sse-backend-at-zepto-bangalore/
Zopper - Software Engineer - Python AWS,Job available in Gurgaon,2011,750,"Zopper is a hyperlocal m-commerce app which allows ordering products from local stores. The company has raised $25 million in fuding from top investors like Tiger Global, and has offices in Noida and Bangalore. It has carved out a solid niche in the e-commerce space.","['AWS', 'Django', 'MongoDB', 'NoSQL', 'SQL', 'nginx']",https://www.instahyre.com/job-292453-software-engineer-python-aws-at-zopper-gurgaon/
Accrete.AI - Product Test Engineer,Job available in Mumbai,2017,30,"Accrete.AI is a Computer Software company that specializes in Financial Services, AI, APIs, Collective Intelligence, Contextual Awareness, Financial Markets, Real Estate, Healthcare, etc.","['Selenium', 'API Testing', 'Performance Testing', '+1', 'Manual Testing']",https://www.instahyre.com/job-292289-product-test-engineer-at-accrete-mumbai/
Agilisium - AI / ML Lead,Job available in Chennai,2014,350,"Agilisium is an IT service and consulting organization that specializes in data and analytics solutions while helping organizations with cloud transformation, data engineering, and many more tech services.","['Machine Learning', 'TIBCO Data Science', 'Java', '+1', 'Power BI']",https://www.instahyre.com/job-292379-ai-ml-lead-at-agilisium-chennai/
AlgonoX Technologies - Sr. Software Engineer (Data Science),Job available in Hyderabad,2015,30,AlgonoX is a developer of robotic process automation software powered by machine learning algorithms. AlgonoX has developed a bot which currently automates rail ticket booking and canceling processes.,"['C++', 'Java']",https://www.instahyre.com/job-292419-sr-software-engineer-data-science-at-algonox-technologies-hyderabad/
Altimetrik - Sr. DBA,Job available in Bangalore,2012,1000,"Altimetrik is an IT company that provides technology solutions to enterprises in areas of Digital, Connected Solutions and Consumer Technologies. Has offices globally including India, Singapore, UAE and Uruguay.","['SQL', 'Oracle Database', 'PL-SQL', '+1', 'Database Administration']",https://www.instahyre.com/job-292204-sr-dba-at-altimetrik-bangalore/
Avaamo - ML Engineer,Job available in Bangalore,2014,125,"Avaamo is a deep-learning software company that specializes in conversational interfaces to solve specific, high impact problems in the enterprise. It works in advanced NLU, Speech Design, Voice Based Assistant.","['Machine Learning', 'NLP']",https://www.instahyre.com/job-292359-ml-engineer-at-avaamo-bangalore/
Cargill - Senior Software Engineer,Job available in Bangalore,1900,1000,"Cargill is an agriculture conglomerate. Its primary business is manufacturing and trading of agricultural commodities such as cotton, food grains, oilseeds, and sugar. Provides various other agri-related services.","['Java', 'Django', 'Flask', 'J2EE', 'Spring']",https://www.instahyre.com/job-292236-senior-software-engineer-at-cargill-bangalore/
Data Axle - Software Engineer - Automation Testing,Job available in Pune,1972,1000,"Data Axle is a data-driven solutions company that builds and manages marketing, prospect, and analytic database solutions for leading brands across the globe to help them acquire and retain customers.","['Automation Testing', 'Selenium', '+2', 'Behavior Driven Development', 'API Testing']",https://www.instahyre.com/job-292259-software-engineer-automation-testing-at-data-axle-pune/
EPAM Systems - Senior Software Engineer,"Job available in Bangalore, Hyderabad, Pune",1993,1000,"US based EPAM Systems is a leading global product development and digital platform engineering services company. With a presence around the world, it has ranked #12 in FORBES 25 Fastest Growing Public Tech Companies.",[],https://www.instahyre.com/job-292221-senior-software-engineer-at-epam-systems-bangalore-hyderabad-pune/
Flipkart - Senior Software Engineer,Job available in Bangalore,2007,1000,"India's leading e-commerce company. Founded in 2007 by IIT graduates, Flipkart is currently valued at over $15 billion and has raised over $3 billion in funding. Acquired fashion site Myntra in 2014.","['Java', 'Golang', 'Data Structures', 'Algorithms']",https://www.instahyre.com/job-292432-senior-software-engineer-at-flipkart-bangalore/
HealthifyMe - Senior AI Engineer,Job available in Bangalore,2012,1000,"HealthifyMe offers an app that enables users to track their diet, powered by a database that contains nutritional values of Indian foods. Has raised $6 million in funding and won Best App.","['TensorFlow', 'NLP', 'PyTorch', 'Keras']",https://www.instahyre.com/job-292367-senior-ai-engineer-at-healthifyme-bangalore/
Lokal - Software Development Architect,Job available in Bangalore,2018,125,"Lokal is an Internet-based, local news platform that offers news in native languages. It gets its news from qualified freelancer ground journalists.","['Big Data', 'Java']",https://www.instahyre.com/job-292439-software-development-architect-at-lokal-bangalore/
myGate - Associate Software Engineer - DevOps,Job available in Bangalore,2016,750,"myGate is an app for the safety and security of premises. It is based on Behavioral Intelligence Augmented Authentication that evaluates each entrant to give access, based on user's preference.","['Kubernetes', 'Docker', 'Linux', 'Bash']",https://www.instahyre.com/job-292452-associate-software-engineer-devops-at-mygate-bangalore/
MyTAT - Data Engineer,Job available in Delhi,2014,,,"['AWS', 'ETL', 'SQL']",https://www.instahyre.com/job-292355-data-engineer-at-mytat-delhi/
Our Sunday Visitor - Data Scientist,Job available in Bangalore,1912,350,,"['CI - CD', 'Machine Learning', 'SQL', 'Data Visualization']",https://www.instahyre.com/job-292317-data-scientist-at-our-sunday-visitor-bangalore/
Pure Storage - LLM Engineer - AI / ML Engineer - GenAI,Job available in Bangalore,2009,1000,Pure Storage is a technology company that is simplifying how people consume and interact with data by enabling them to quickly adopt next-generation technologies like AI and ML to maximize the data value.,"['Computer Vision', 'Java', 'Machine Learning', '+2', 'PyTorch', 'TensorFlow']",https://www.instahyre.com/job-292252-llm-engineer-ai-ml-engineer-genai-at-pure-storage-bangalore/
SambaNova Systems - Principal Platform Software Engineer,Job available in Bangalore,2017,350,SambaNova Systems is a technology-enabled organization that builds AI hardware and integrated systems to help a range of business segments run AI applications and unlock valuable business insights.,"['DevOps', 'Linux', 'Bash', 'Ansible']",https://www.instahyre.com/job-292329-principal-platform-software-engineer-at-sambanova-systems-bangalore/
Simple Viral Games - Senior Backend Engineer,Job available in Bangalore,2023,5,Simple Viral Games is a game development company that builds simple and engaging games thus allowing users of all age groups to play arcade and strategic games on any device.,"['Java', 'Spring Boot', 'Kubernetes', 'AWS']",https://www.instahyre.com/job-292319-senior-backend-engineer-at-simple-viral-games-bangalore/
TAO (The Automation Office) - Python Developer - Machine Learning,Job available in Bangalore,2016,30,TAO is an end-to-end automation solutions consulting partner specialized in developing automation strategy from basic RPA to advanced cognitive and machine learning solutions.,"['NumPy', 'Machine Learning', 'pandas', 'NLP', 'Data Analysis']",https://www.instahyre.com/job-292255-python-developer-machine-learning-at-tao-the-automation-office-bangalore/
University of the People - Assessment Analyst,Job available in Work From Home,2009,350,"University of the People is a non-profit, tuition-free, online university that offers accessible and affordable degrees to students. It offers courses in areas like business administration, computer science, etc.","['Microsoft Excel', 'R', 'SAS', 'SPSS', 'SQL', 'Tableau']",https://www.instahyre.com/job-292231-assessment-analyst-at-university-of-the-people-work-from-home/
Verizon Communications - Associate Director,Job available in Hyderabad,1983,1000,"Verizon provides telecommunications services specializing in 5G, 5G Labs, 4G LTE, Broadband & Fiber, Media & Technology, Internet of Things, Managed Security, etc.",['Machine Learning'],https://www.instahyre.com/job-292265-associate-director-at-verizon-communications-hyderabad/
Atlys - Full Stack Developer,Job available in Delhi,2020,30,Atlys is a technology-enabled company that aims to make travel efficient for customers by prioritizing and automating interactions to make it easy to get a visa for enough travelers.,"['Next.js', 'Node.js', 'React.js']",https://www.instahyre.com/job-292195-full-stack-developer-at-atlys-delhi/
Autonomize AI - Machine Learning Engineer (Computer Vision),Job available in Bangalore,2021,30,Autonomize is a human-centric AI platform that learns from multi-structured clinical and biomedical data and pairs it with human context to aid decision-making and data discovery for better human health outcomes.,"['Computer Vision', 'OCR']",https://www.instahyre.com/job-292075-machine-learning-engineer-computer-vision-at-autonomize-ai-bangalore/
Baazi Games - Data Science Manager,Job available in Delhi,2014,350,"Baazi Games is a group of companies operational in a variety of online games such as fantasy cricket, poker games, card games, rummy, casino games, etc.","['Computer Vision', 'Machine Learning', 'NLP', 'R', '+3', 'PyTorch', 'Scikit-learn', 'TensorFlow']",https://www.instahyre.com/job-292124-data-science-manager-at-baazi-games-delhi/
Baazi Games - QA Lead,Job available in Delhi,2014,350,"Baazi Games is a group of companies operational in a variety of online games such as fantasy cricket, poker games, card games, rummy, casino games, etc.","['Automation Testing', 'Manual Testing', '+6', 'Mobile Apps Testing', 'Performance Testing', 'SDET', 'Java', 'JMeter', 'Selenium']",https://www.instahyre.com/job-292118-qa-lead-at-baazi-games-delhi/
Big Oh Tech - Jr. Data Scientist,Job available in Noida,2021,125,"Big Oh Tech is an IT solutions company that offers services for cloud migration, testing, software development, enterprise app development, big data and analytics, AI/ ML, and AR/VR to its clients.",['Machine Learning'],https://www.instahyre.com/job-292172-jr-data-scientist-at-big-oh-tech-noida/
Birla Pivot - Backend Engineer,Job available in Bangalore,2023,125,"Birla Pivot is Aditya Birla Group's B2B e-commerce platform for MSMEs, offering building materials, integrated procurement, and financial solutions for a wide range of services across construction to interior.","['Java', 'SQL', 'Deployment']",https://www.instahyre.com/job-292057-backend-engineer-at-birla-pivot-bangalore/
